id,start_date,mean,num_list_users,nsfw,media_type,num_episodes,rating,title,picture,prequel,genre1,genre2,genre3,genre4,genre5
36649,2018-07-06,8.47,844406,white,tv,24,r,Banana Fish,https://cdn.myanimelist.net/images/anime/1190/93472l.jpg,False,Action,Adventure,Delinquents,Drama,Organized Crime
49596,2022-10-09,8.29,631978,white,tv,24,pg_13,Blue Lock,https://cdn.myanimelist.net/images/anime/1258/126929l.jpg,False,Shounen,Sports,Team Sports,,
14741,2012-10-04,7.7,1337085,white,tv,12,pg_13,"Love, Chunibyo & Other Delusions!",https://cdn.myanimelist.net/images/anime/12/46931l.jpg,False,Comedy,Romance,School,,
15687,2012-09-27,7.26,141957,white,ona,6,pg_13,"Love, Chunibyo & Other Delusions!: Chuni-Shorts",https://cdn.myanimelist.net/images/anime/5/42655l.jpg,False,Comedy,School,,,
18671,2014-01-09,7.55,731876,white,tv,12,pg_13,"Love, Chunibyo & Other Delusions!: Heart Throb",https://cdn.myanimelist.net/images/anime/7/56643l.jpg,True,Comedy,Romance,School,,
226,2004-07-25,7.47,1494281,white,tv,13,r+,Elfen Lied,https://cdn.myanimelist.net/images/anime/1780/121555l.jpg,False,Action,Drama,Gore,Horror,Psychological
32901,2017-04-09,6.35,711662,white,tv,12,pg_13,Eromanga Sensei,https://cdn.myanimelist.net/images/anime/2/86468l.jpg,False,Comedy,Ecchi,Otaku Culture,Romance,
36792,2019-01-16,6.8,114589,white,ova,2,pg_13,Eromanga Sensei OVA,https://cdn.myanimelist.net/images/anime/1582/96343l.jpg,False,Comedy,Ecchi,Otaku Culture,Romance,
38085,2020-12-05,6.87,87494,white,movie,1,pg_13,Fate/Grand Order: Divine Realm of the Round Table - Camelot Wandering; Agateram,https://cdn.myanimelist.net/images/anime/1535/103385l.jpg,False,Action,Fantasy,Supernatural,,
38086,2021-05-15,7.59,71883,white,movie,1,pg_13,Fate/Grand Order: Divine Realm of the Round Table - Camelot Paladin; Agateram,https://cdn.myanimelist.net/images/anime/1736/114615l.jpg,True,Action,Fantasy,Supernatural,,
10793,2011-10-14,7.41,1202108,white,tv,22,r,Guilty Crown,https://cdn.myanimelist.net/images/anime/1566/133912l.jpg,True,Action,Drama,Mecha,Romantic Subtext,Sci-Fi
32215,2015-12-09,7.42,137895,white,ova,1,r+,High School DxD Born OVA,https://cdn.myanimelist.net/images/anime/1928/106618l.jpg,True,Action,Comedy,Ecchi,Fantasy,Harem
12729,2012-09-06,7.27,282332,white,ova,2,r+,High School DxD OVA,https://cdn.myanimelist.net/images/anime/13/63561l.jpg,True,Action,Comedy,Ecchi,Fantasy,Mythology
12189,2012-04-23,8.07,1351918,white,tv,22,pg_13,Hyouka,https://cdn.myanimelist.net/images/anime/13/50521l.jpg,False,Mystery,School,Slice of Life,,
42361,2021-04-11,7.27,782423,white,tv,12,pg_13,"Don't Toy with Me, Miss Nagatoro",https://cdn.myanimelist.net/images/anime/1900/110097l.jpg,False,Comedy,Romantic Subtext,School,,
40787,2020-12-25,8.4,409836,white,movie,1,pg_13,"Josee, the Tiger and the Fish",https://cdn.myanimelist.net/images/anime/1714/108892l.jpg,False,Adult Cast,Drama,Romance,Visual Arts,
40750,2021-01-13,6.34,568571,white,tv,12,r+,Redo of Healer,https://cdn.myanimelist.net/images/anime/1301/110018l.jpg,False,Action,Adventure,Drama,Erotica,Fantasy
40839,2020-07-11,7.01,964205,white,tv,12,pg_13,Rent-a-Girlfriend,https://cdn.myanimelist.net/images/anime/1902/128382l.jpg,False,Adult Cast,Comedy,Harem,Romance,Shounen
54591,2023-02-03,7.7,97633,white,movie,1,r,Demon Slayer: Kimetsu no Yaiba - To the Swordsmith Village,https://cdn.myanimelist.net/images/anime/1566/133666l.jpg,False,Action,Fantasy,Historical,Shounen,
36098,2018-09-01,8.55,940140,white,movie,1,pg_13,I Want To Eat Your Pancreas,https://cdn.myanimelist.net/images/anime/1768/93291l.jpg,False,Drama,Romance,School,,
30831,2016-01-14,8.11,1921075,white,tv,10,pg_13,KonoSuba: God's Blessing on This Wonderful World!,https://cdn.myanimelist.net/images/anime/8/77831l.jpg,False,Adventure,Comedy,Fantasy,Isekai,Parody
32937,2017-01-12,8.26,1482693,white,tv,10,pg_13,KonoSuba: God's Blessing on This Wonderful World! 2,https://cdn.myanimelist.net/images/anime/2/83188l.jpg,True,Adventure,Comedy,Fantasy,Isekai,Parody
34626,2017-07-24,8.02,362960,white,ova,1,pg_13,KonoSuba: God's Blessing on This Wonderful World! 2 - God's Blessing on This Wonderful Art!,https://cdn.myanimelist.net/images/anime/1115/98517l.jpg,False,Adventure,Comedy,Fantasy,Isekai,Parody
32380,2016-06-24,7.84,397575,white,ova,1,pg_13,KonoSuba: God's Blessing on This Wonderful World! - God's Blessing on This Wonderful Choker!,https://cdn.myanimelist.net/images/anime/1649/98516l.jpg,False,Comedy,Fantasy,Isekai,Parody,Reincarnation
38040,2019-08-30,8.44,756880,white,movie,1,pg_13,KonoSuba: God's Blessing on This Wonderful World! - Legend of Crimson,https://cdn.myanimelist.net/images/anime/1638/119321l.jpg,True,Adventure,Comedy,Fantasy,Isekai,Parody
39535,2021-01-11,8.37,1264086,white,tv,11,r,Mushoku Tensei: Jobless Reincarnation,https://cdn.myanimelist.net/images/anime/1530/117776l.jpg,False,Adventure,Drama,Ecchi,Fantasy,Isekai
45576,2021-10-04,8.68,875451,white,tv,12,r,Mushoku Tensei: Jobless Reincarnation Part 2,https://cdn.myanimelist.net/images/anime/1028/117777l.jpg,True,Adventure,Drama,Ecchi,Fantasy,Isekai
51105,2023-01-08,7.52,264112,white,tv,12,pg_13,NieR:Automata Ver1.1a,https://cdn.myanimelist.net/images/anime/1399/128318l.jpg,False,Action,Fantasy,Sci-Fi,,
34392,2017-01-11,5.56,125895,white,tv,12,pg_13,One Room,https://cdn.myanimelist.net/images/anime/9/83777l.jpg,False,Slice of Life,,,,
19315,2014-01-10,3.29,186709,white,tv,12,r,Pupa,https://cdn.myanimelist.net/images/anime/1117/121859l.jpg,False,Fantasy,Gore,Horror,Psychological,
48583,2022-01-10,8.77,1235326,white,tv,12,r,Attack on Titan: Final Season Part 2,https://cdn.myanimelist.net/images/anime/1948/120625l.jpg,True,Action,Drama,Gore,Military,Shounen
23233,2015-01-08,6.7,668756,white,tv,12,r+,The Testament of Sister New Devil,https://cdn.myanimelist.net/images/anime/1654/112033l.jpg,False,Action,Ecchi,Fantasy,Harem,Mythology
36475,2018-04-08,7.01,611513,white,tv,12,pg_13,Sword Art Online Alternative: Gun Gale Online,https://cdn.myanimelist.net/images/anime/1141/93288l.jpg,False,Action,Military,Video Game,,
31765,2017-02-18,7.56,717612,white,movie,1,r+,Sword Art Online the Movie: Ordinal Scale,https://cdn.myanimelist.net/images/anime/1557/123313l.jpg,True,Action,Adventure,Fantasy,Video Game,
36474,2018-10-07,7.56,1026335,white,tv,24,r,Sword Art Online: Alicization,https://cdn.myanimelist.net/images/anime/1993/93837l.jpg,True,Action,Adventure,Fantasy,Video Game,
39597,2019-10-13,7.58,745481,white,tv,12,r,Sword Art Online: Alicization - War of Underworld,https://cdn.myanimelist.net/images/anime/1630/103417l.jpg,True,Action,Adventure,Fantasy,Video Game,
40540,2020-07-12,7.49,599985,white,tv,11,r,Sword Art Online: Alicization - War of Underworld Part 2,https://cdn.myanimelist.net/images/anime/1438/105106l.jpg,True,Action,Adventure,Fantasy,Video Game,
48556,2021-10-06,7.15,498299,white,tv,12,pg_13,Takt Op. Destiny,https://cdn.myanimelist.net/images/anime/1449/117797l.jpg,False,Action,Fantasy,Music,Sci-Fi,
41389,2020-10-03,7.88,724589,white,tv,12,pg_13,TONIKAWA: Over The Moon For You,https://cdn.myanimelist.net/images/anime/1613/108722l.jpg,False,Comedy,Romance,Shounen,,
41226,2020-07-10,6.99,466759,white,tv,12,pg_13,Uzaki-chan Wants to Hang Out!,https://cdn.myanimelist.net/images/anime/1540/108292l.jpg,False,Adult Cast,Comedy,Romantic Subtext,,
43299,2021-01-13,7.6,738985,white,tv,12,r,Wonder Egg Priority,https://cdn.myanimelist.net/images/anime/1079/110751l.jpg,False,Drama,Fantasy,Psychological,,
51096,2022-07-04,8.12,583142,white,tv,13,pg_13,Classroom of the Elite II,https://cdn.myanimelist.net/images/anime/1010/124180l.jpg,True,Drama,Psychological,School,Suspense,
23283,2014-07-11,8.09,1149961,white,tv,11,r,Terror in Resonance,https://cdn.myanimelist.net/images/anime/1417/117422l.jpg,False,Detective,Mystery,Psychological,Suspense,
48,2002-04-04,6.95,181544,white,tv,26,pg_13,.hack//Sign,https://cdn.myanimelist.net/images/anime/1443/94665l.jpg,False,Adventure,Fantasy,Mystery,Video Game,
6682,2009-10-07,6.05,236207,white,tv,12,r,11eyes,https://cdn.myanimelist.net/images/anime/6/73520l.jpg,False,Action,Ecchi,Fantasy,Harem,Super Power
2467,1988-11-21,6.59,2755,white,tv,36,g,Tama of Third Street: Have You Seen My Tama?,https://cdn.myanimelist.net/images/anime/9/74055l.jpg,False,Adventure,Pets,,,
48548,2022-05-20,7.86,229112,white,movie,1,pg_13,The Quintessential Quintuplets Movie,https://cdn.myanimelist.net/images/anime/1037/122516l.jpg,True,Comedy,Harem,Romance,School,Shounen
32998,2016-07-09,7.83,711705,white,tv,12,r,91 Days,https://cdn.myanimelist.net/images/anime/13/80515l.jpg,False,Action,Drama,Historical,Organized Crime,
13939,2012-09-13,7.09,113827,white,ova,2,pg_13,Accel World EX,https://cdn.myanimelist.net/images/anime/1451/127575l.jpg,True,Action,Romance,School,Sci-Fi,Video Game
49520,2022-04-02,7.3,322077,white,tv,12,pg_13,Aharen-san wa Hakarenai,https://cdn.myanimelist.net/images/anime/1612/120636l.jpg,False,Comedy,Romance,School,Shounen,
34881,2017-07-04,6.74,489384,white,tv,12,pg_13,AHO-GIRL,https://cdn.myanimelist.net/images/anime/7/86665l.jpg,False,Comedy,Romance,School,Shounen,
32294,2012-08-10,2.64,4513,white,ona,1,g,Ai (ONA),https://cdn.myanimelist.net/images/anime/3/77494l.jpg,False,Avant Garde,,,,
53787,2023-07-08,6.57,41225,white,tv,12,pg_13,The Gene of AI,https://cdn.myanimelist.net/images/anime/1706/136176l.jpg,False,Drama,Psychological,Sci-Fi,Shounen,Suspense
33253,2016-10-08,7.57,292698,white,tv,13,r,Ajin: Demi-Human 2nd Season,https://cdn.myanimelist.net/images/anime/12/81858l.jpg,True,Action,Gore,Horror,Mystery,Seinen
1485,1996-07-11,7.81,22714,white,tv,35,g,Baby and Me,https://cdn.myanimelist.net/images/anime/2/49693l.jpg,False,Childcare,Comedy,Drama,Shoujo,
25013,2014-10-07,8.03,840123,white,tv,24,pg_13,Yona of the Dawn,https://cdn.myanimelist.net/images/anime/9/64225l.jpg,False,Action,Adventure,Fantasy,Romance,Shoujo
30370,2015-09-18,8.1,133200,white,ova,3,pg_13,Yona of the Dawn OVA,https://cdn.myanimelist.net/images/anime/8/75974l.jpg,True,Action,Adventure,Fantasy,Historical,Shoujo
47,1988-07-16,8.16,836478,white,movie,1,r+,Akira,https://cdn.myanimelist.net/images/anime/1408/114012l.jpg,False,Action,Adventure,Gore,Horror,Military
32828,2016-07-05,7.53,315368,white,tv,12,pg_13,Sweetness & Lightning,https://cdn.myanimelist.net/images/anime/6/80546l.jpg,False,Childcare,Gourmet,Iyashikei,Seinen,Slice of Life
22147,2014-10-07,7.46,648943,white,tv,13,pg_13,Amagi Brilliant Park,https://cdn.myanimelist.net/images/anime/5/85435l.jpg,False,Comedy,Fantasy,Workplace,,
49938,2022-09-16,7.31,59382,white,movie,1,g,Drifting Home,https://cdn.myanimelist.net/images/anime/1263/124155l.jpg,False,Fantasy,,,,
28981,2015-04-05,4.72,27265,white,tv,12,pg_13,Rainy Cocoa,https://cdn.myanimelist.net/images/anime/1957/111714l.jpg,False,Comedy,Slice of Life,Workplace,,
27911,2015-02-13,6.55,44232,white,ona,20,pg_13,Comical Psychosomatic Medicine,https://cdn.myanimelist.net/images/anime/4/69621l.jpg,False,Comedy,Educational,Medical,Seinen,
24833,2015-01-10,8.08,1978911,white,tv,22,pg_13,Assassination Classroom,https://cdn.myanimelist.net/images/anime/5/75639l.jpg,True,Action,Comedy,School,Shounen,
30654,2016-01-08,8.49,1406153,white,tv,25,pg_13,Assassination Classroom Second Season,https://cdn.myanimelist.net/images/anime/8/77966l.jpg,True,Action,Comedy,School,Shounen,
49052,2022-04-09,8.2,199820,white,tv,24,pg_13,Aoashi,https://cdn.myanimelist.net/images/anime/1731/120871l.jpg,False,Seinen,Sports,Team Sports,,
21995,2014-07-08,7.64,913639,white,tv,12,pg_13,Blue Spring Ride,https://cdn.myanimelist.net/images/anime/8/64813l.jpg,False,Love Polygon,Romance,School,Shoujo,
24151,2014-08-25,7.57,146699,white,ova,2,pg_13,Blue Spring Ride OVA,https://cdn.myanimelist.net/images/anime/9/69517l.jpg,False,Love Polygon,Romance,School,Shoujo,
7193,2009-10-11,7.68,218992,white,tv,12,r,Aoi Bungaku Series,https://cdn.myanimelist.net/images/anime/10/17471l.jpg,False,Drama,Historical,Psychological,Suspense,
40532,2020-04-10,7.25,129151,white,tv,13,pg_13,APPARE-RANMAN!,https://cdn.myanimelist.net/images/anime/1087/111636l.jpg,False,Adult Cast,Comedy,Historical,Racing,
7647,2010-04-05,7.56,351172,white,tv,13,pg_13,Arakawa Under the Bridge,https://cdn.myanimelist.net/images/anime/1019/98620l.jpg,False,Comedy,Romance,Seinen,,
9074,2010-10-04,7.71,163558,white,tv,13,pg_13,Arakawa Under the Bridge x Bridge,https://cdn.myanimelist.net/images/anime/1851/98621l.jpg,True,Comedy,Romance,Seinen,,
28249,2015-04-05,7.66,371270,white,tv,25,r,The Heroic Legend of Arslan,https://cdn.myanimelist.net/images/anime/6/73588l.jpg,False,Action,Adventure,Drama,Fantasy,Historical
33254,2016-05-09,6.99,21207,white,ova,2,r,Arslan Senki (TV) Gaiden,https://cdn.myanimelist.net/images/anime/1219/96314l.jpg,False,Adventure,Fantasy,Historical,Shounen,
31821,2016-07-03,7.5,140611,white,tv,8,pg_13,The Heroic Legend of Arslan: Dust Storm Dance,https://cdn.myanimelist.net/images/anime/12/80681l.jpg,True,Action,Adventure,Drama,Fantasy,Historical
37996,2018-12-26,7.52,48520,white,ova,1,pg_13,Asobi Asobase: Cosplay Contest/To the Future Me,https://cdn.myanimelist.net/images/anime/1539/98126l.jpg,True,Comedy,Gag Humor,School,Seinen,
37994,2021-03-18,6.2,95754,white,ona,6,r+,B: The Beginning Succession,https://cdn.myanimelist.net/images/anime/1409/112177l.jpg,True,Action,Detective,Mystery,Psychological,Supernatural
6347,2010-01-07,7.51,630912,white,tv,13,pg_13,Baka & Test - Summon the Beasts,https://cdn.myanimelist.net/images/anime/3/50389l.jpg,False,Comedy,Love Polygon,Romance,School,
288,2001-01-08,6.77,112168,white,tv,51,pg,Beyblade,https://cdn.myanimelist.net/images/anime/1429/127983l.jpg,False,Adventure,Comedy,Kids,Sports,
32664,2016-07-04,6.76,69969,white,tv,13,g,Bananya,https://cdn.myanimelist.net/images/anime/11/80200l.jpg,True,Anthropomorphic,Kids,Slice of Life,,
22789,2014-07-06,8.38,654785,white,tv,12,pg_13,Barakamon,https://cdn.myanimelist.net/images/anime/1426/111248l.jpg,True,Childcare,Iyashikei,Slice of Life,Visual Arts,
39195,2019-10-10,7.83,838495,white,tv,12,r,Beastars,https://cdn.myanimelist.net/images/anime/1234/102008l.jpg,False,Anthropomorphic,Drama,Psychological,School,Shounen
40935,2021-01-07,7.79,431495,white,tv,12,r,Beastars 2nd Season,https://cdn.myanimelist.net/images/anime/1097/109646l.jpg,True,Anthropomorphic,Drama,Psychological,School,Shounen
37716,2018-10-11,7.23,95575,white,tv,12,pg_13,As Miss Beelzebub Likes.,https://cdn.myanimelist.net/images/anime/1827/95738l.jpg,False,Comedy,Fantasy,Mythology,Romance,Shounen
13535,2012-07-05,7.67,230645,white,tv,13,pg_13,Good Luck Girl!,https://cdn.myanimelist.net/images/anime/8/39333l.jpg,False,Comedy,Gag Humor,Parody,Shounen,Supernatural
32906,2016-04-06,4.38,7884,white,tv,13,pg,Crane Game Girls,https://cdn.myanimelist.net/images/anime/12/78958l.jpg,False,Comedy,Space,Strategy Game,,
40752,2021-04-11,7.1,99661,white,tv,12,pg_13,Pretty Boy Detective Club,https://cdn.myanimelist.net/images/anime/1693/115133l.jpg,False,Crossdressing,Detective,Mystery,School,Visual Arts
20787,2014-04-08,7.09,911877,white,tv,13,r,Black Bullet,https://cdn.myanimelist.net/images/anime/1292/94693l.jpg,False,Action,Mystery,Sci-Fi,,
11285,2012-02-03,6.81,350787,white,tv,8,pg_13,Black Rock Shooter,https://cdn.myanimelist.net/images/anime/5/53909l.jpg,True,Action,Drama,Fantasy,School,Super Power
34618,2017-10-08,7.26,651940,white,tv,12,pg_13,BLEND-S,https://cdn.myanimelist.net/images/anime/6/88286l.jpg,False,Comedy,Otaku Culture,Romantic Subtext,Workplace,
40060,2020-04-09,7.35,360075,white,tv,12,pg_13,BNA: Brand New Animal,https://cdn.myanimelist.net/images/anime/1139/106986l.jpg,False,Action,Anthropomorphic,Fantasy,Super Power,
49834,2022-10-07,7.47,83873,white,movie,1,pg_13,To Every You I've Loved Before,https://cdn.myanimelist.net/images/anime/1145/127594l.jpg,False,Romance,Sci-Fi,,,
51781,2022-06-16,6.82,41579,white,ona,2,pg_13,My Hero Academia ONA,https://cdn.myanimelist.net/images/anime/1873/123688l.jpg,False,School,Shounen,Sports,Super Power,Team Sports
36896,2018-08-03,7.55,736922,white,movie,1,pg_13,My Hero Academia: Two Heroes,https://cdn.myanimelist.net/images/anime/1736/93138l.jpg,False,Action,Shounen,Super Power,,
39565,2019-12-20,7.96,559495,white,movie,1,pg_13,My Hero Academia: Heroes Rising,https://cdn.myanimelist.net/images/anime/1019/103292l.jpg,False,Action,Shounen,Super Power,,
44200,2021-08-06,7.58,239981,white,movie,1,pg_13,My Hero Academia: World Heroes' Mission,https://cdn.myanimelist.net/images/anime/1049/115605l.jpg,False,Action,Shounen,Super Power,,
52578,2023-04-02,8.23,233099,white,tv,12,pg_13,The Dangers in My Heart,https://cdn.myanimelist.net/images/anime/1545/133887l.jpg,False,Comedy,Romance,School,Shounen,
40904,2021-07-03,7.41,333103,white,tv,12,pg_13,Remake Our Life!,https://cdn.myanimelist.net/images/anime/1871/118309l.jpg,False,Adult Cast,Drama,Romance,Time Travel,
38186,2019-04-07,7.28,432385,white,tv,13,pg_13,We Never Learn: BOKUBEN,https://cdn.myanimelist.net/images/anime/1602/100510l.jpg,False,Comedy,Harem,Romance,School,Shounen
40004,2019-10-06,7.34,294480,white,tv,13,pg_13,We Never Learn!: BOKUBEN Season 2,https://cdn.myanimelist.net/images/anime/1974/102960l.jpg,True,Comedy,Harem,Romance,School,Shounen
42519,2020-04-03,7.36,41607,white,ova,1,pg_13,Bokutachi wa Benkyou ga Dekinai! Chapel no Kane wa [X] wo Shukufuku Suru,https://cdn.myanimelist.net/images/anime/1917/108615l.jpg,False,Comedy,Harem,Romance,Shounen,
39819,2019-11-01,7.27,65717,white,ova,1,pg_13,Bokutachi wa Benkyou ga Dekinai: Nagisa ni Usemono Arite Senjin wa Enzen to [X] Suru,https://cdn.myanimelist.net/images/anime/1530/102782l.jpg,False,Comedy,Harem,Romance,School,Shounen
37451,2019-01-04,7.07,226446,white,tv,18,r,Boogiepop and Others,https://cdn.myanimelist.net/images/anime/1135/95454l.jpg,False,Avant Garde,Drama,Horror,Mystery,Psychological
1681,2006-07-08,7.41,43947,white,movie,1,g,Brave Story,https://cdn.myanimelist.net/images/anime/1333/97262l.jpg,False,Action,Adventure,Fantasy,Isekai,
14345,2012-10-04,7.28,849428,white,tv,12,r,BTOOOM!,https://cdn.myanimelist.net/images/anime/4/40977l.jpg,False,Action,Gore,High Stakes Game,Psychological,Sci-Fi
50549,2022-04-28,7.25,201423,white,ona,1,pg_13,Bubble,https://cdn.myanimelist.net/images/anime/1011/121152l.jpg,False,Action,Sci-Fi,,,
54898,2023-07-12,8.66,157274,white,tv,11,r,Bungo Stray Dogs 5,https://cdn.myanimelist.net/images/anime/1161/136691l.jpg,True,Action,Adult Cast,Detective,Mystery,Organized Crime
42250,2021-01-13,7.98,114119,white,tv,12,pg_13,Bungo Stray Dogs Wan!,https://cdn.myanimelist.net/images/anime/1293/111430l.jpg,False,Comedy,Supernatural,,,
3389,2008-03-15,6.49,27838,white,tv,3,pg_13,Bus Gamer,https://cdn.myanimelist.net/images/anime/10/75210l.jpg,False,Action,Drama,Mystery,Shounen,Strategy Game
33475,2017-04-05,6.88,377724,white,tv,12,pg_13,Armed Girl's Machiavellism,https://cdn.myanimelist.net/images/anime/3/83995l.jpg,False,Action,Comedy,Ecchi,Harem,Martial Arts
51306,2022-10-02,5.38,29747,white,tv,4,r,Housing Complex C,https://cdn.myanimelist.net/images/anime/1378/121573l.jpg,False,Horror,,,,
16606,2012-05-27,3.51,3220,white,ona,1,r,C.L.A.Y.,https://cdn.myanimelist.net/images/anime/6/44756l.jpg,False,Horror,,,,
4975,2008-10-09,6.3,285618,white,tv,12,r,ChäoS;HEAd,https://cdn.myanimelist.net/images/anime/13/15443l.jpg,False,Harem,Mystery,Psychological,Sci-Fi,Supernatural
18745,2013-09-13,7.02,44097,white,ova,1,pg_13,Chihayafuru 2 OVA,https://cdn.myanimelist.net/images/anime/1603/107707l.jpg,True,Comedy,Josei,School,,
37379,2019-10-23,8.46,138010,white,tv,24,pg_13,Chihayafuru 3,https://cdn.myanimelist.net/images/anime/1898/110709l.jpg,True,Drama,Josei,Love Polygon,School,Sports
35821,2018-07-06,7.45,118763,white,tv,12,pg_13,Chio's School Road,https://cdn.myanimelist.net/images/anime/1073/95042l.jpg,False,Comedy,Seinen,,,
112,2004-01-13,4.81,8806,white,tv,8,pg_13,The Cosmopolitan Prayers,https://cdn.myanimelist.net/images/anime/5/75236l.jpg,False,Action,Adventure,Comedy,Ecchi,Fantasy
705,2004-08-21,4.65,2587,white,movie,1,pg_13,Chou Henshin Cosprayers vs. Ankoku Uchuu Shougun the Movie,https://cdn.myanimelist.net/images/anime/9/4490l.jpg,True,Adventure,Comedy,Sci-Fi,,
2703,1998-11-30,6.63,5740,white,tv,22,g,Super YoYo,https://cdn.myanimelist.net/images/anime/1226/119140l.jpg,False,Shounen,Sports,,,
37338,2018-07-04,7.17,40857,white,tv,24,pg_13,Mr. Tonegawa: Middle Management Blues,https://cdn.myanimelist.net/images/anime/1072/93145l.jpg,False,Adult Cast,Comedy,Drama,Parody,Psychological
35608,2018-01-06,8.1,266119,white,movie,1,pg_13,"Love, Chunibyo & Other Delusions!: Take On Me",https://cdn.myanimelist.net/images/anime/2/89974l.jpg,True,Comedy,Drama,Romance,School,
21797,2013-12-26,7.18,88618,white,ona,6,pg_13,"Love, Chunibyo & Other Delusions!: Heart Throb Lite Shorts",https://cdn.myanimelist.net/images/anime/7/57457l.jpg,True,Comedy,School,,,
39175,2021-07-22,7.4,221548,white,movie,1,pg_13,Words Bubble Up Like Soda Pop,https://cdn.myanimelist.net/images/anime/1952/116031l.jpg,False,Music,Romance,,,
51680,2022-10-11,7.87,87383,white,tv,24,pg_13,"Play It Cool, Guys",https://cdn.myanimelist.net/images/anime/1123/134677l.jpg,False,Iyashikei,Slice of Life,,,
20031,2014-01-07,7.51,387727,white,tv,12,pg_13,D-Frag!,https://cdn.myanimelist.net/images/anime/1662/112108l.jpg,False,Comedy,School,Seinen,Strategy Game,
23383,2014-09-22,7.32,64031,white,ova,1,pg_13,D-Frag!*,https://cdn.myanimelist.net/images/anime/9/67077l.jpg,False,Comedy,Seinen,,,
44406,2021-12-03,7.51,80681,white,ona,12,pg_13,"Spare Me, Great Lord!",https://cdn.myanimelist.net/images/anime/1442/116999l.jpg,False,Action,Adventure,Comedy,Fantasy,
48702,2022-04-09,7.85,81785,white,tv,11,pg_13,Dance Dance Danseur,https://cdn.myanimelist.net/images/anime/1571/121381l.jpg,False,Drama,Performing Arts,Seinen,,
32189,2016-07-11,7.22,350179,white,tv,12,r,Danganronpa 3: The End of Hope's Peak High School - Future Arc,https://cdn.myanimelist.net/images/anime/10/80931l.jpg,True,Action,High Stakes Game,Horror,Mystery,Psychological
33028,2016-07-14,7.37,319027,white,tv,11,r,Danganronpa 3: The End of Hope's Peak High School - Despair Arc,https://cdn.myanimelist.net/images/anime/4/80932l.jpg,True,Action,High Stakes Game,Horror,Mystery,Psychological
26349,2014-10-03,7.28,348621,white,tv,13,pg_13,I Can't Understand What My Husband Is Saying,https://cdn.myanimelist.net/images/anime/7/75287l.jpg,False,Adult Cast,Comedy,Otaku Culture,Romance,
11843,2012-01-10,8.23,812480,white,tv,12,pg_13,Daily Lives of High School Boys,https://cdn.myanimelist.net/images/anime/3/33257l.jpg,False,Comedy,Gag Humor,School,,
38656,2020-01-04,7.22,546610,white,tv,11,r,Darwin's Game,https://cdn.myanimelist.net/images/anime/1016/107222l.jpg,False,Action,High Stakes Game,Mystery,Sci-Fi,Shounen
40416,2020-08-14,7.57,103681,white,movie,1,pg_13,Date A Bullet: Dead or Bullet,https://cdn.myanimelist.net/images/anime/1984/108425l.jpg,False,Action,Isekai,Sci-Fi,,
42423,2020-11-13,7.63,69846,white,movie,1,pg_13,Date A Bullet: Nightmare or Queen,https://cdn.myanimelist.net/images/anime/1002/108424l.jpg,True,Action,Isekai,Sci-Fi,,
15583,2013-04-06,7.15,1015394,white,tv,12,r,Date A Live,https://cdn.myanimelist.net/images/anime/13/44844l.jpg,False,Action,Harem,Mecha,Romance,School
19163,2014-04-12,7.18,628371,white,tv,10,r,Date A Live II,https://cdn.myanimelist.net/images/anime/1703/135124l.jpg,True,Action,Harem,Mecha,Romance,School
22961,2014-12-08,7.9,182407,white,ova,1,pg_13,Date A Live II: Kurumi Star Festival,https://cdn.myanimelist.net/images/anime/1759/131412l.jpg,False,Romance,,,,
36633,2019-01-11,7.18,385011,white,tv,12,r,Date A Live III,https://cdn.myanimelist.net/images/anime/1055/100468l.jpg,True,Action,Harem,Mecha,Romance,School
41461,2022-04-08,7.77,240679,white,tv,12,r,Date A Live IV,https://cdn.myanimelist.net/images/anime/1368/121281l.jpg,True,Action,Harem,Mecha,Romance,School
24655,2015-08-22,7.32,202609,white,movie,1,pg_13,Date A Live Movie: Mayuri Judgement,https://cdn.myanimelist.net/images/anime/9/75466l.jpg,True,Action,Harem,Romance,Sci-Fi,
17641,2013-12-06,7.32,201228,white,ova,1,pg_13,Date A Live: Date to Date,https://cdn.myanimelist.net/images/anime/1629/112503l.jpg,True,Harem,Romance,School,Sci-Fi,
53613,2023-04-11,7.31,204432,white,tv,12,r,Dead Mount Death Play,https://cdn.myanimelist.net/images/anime/1930/133758l.jpg,False,Action,Fantasy,Reincarnation,Seinen,Supernatural
6880,2011-04-17,7.15,1224196,white,tv,12,r,Deadman Wonderland,https://cdn.myanimelist.net/images/anime/9/75299l.jpg,False,Action,Gore,High Stakes Game,Horror,Sci-Fi
10418,2011-10-08,6.92,133969,white,ova,1,r,Deadman Wonderland: The Red Knife Wielder,https://cdn.myanimelist.net/images/anime/8/33033l.jpg,False,Action,Horror,Sci-Fi,Shounen,
43814,2021-07-13,6.76,194411,white,tv,12,r,Battle Game in 5 Seconds,https://cdn.myanimelist.net/images/anime/1145/115565l.jpg,False,High Stakes Game,Strategy Game,Super Power,Supernatural,Survival
40056,2020-07-08,7.36,296979,white,tv,12,pg_13,Deca-Dence,https://cdn.myanimelist.net/images/anime/1787/132772l.jpg,False,Action,Adventure,Sci-Fi,,
